task_id,language,model_name,true_bug_type,true_failure_symptom,predicted_bug_type,diagnosis_match,code_length,fix_success
JavaScript/137,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,9,1
JavaScript/138,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,3,1
JavaScript/139,js,qwen2.5-coder:7b,excess logic,incorrect output,value misuse,0,9,1
JavaScript/140,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,27,1
JavaScript/141,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,15,1
JavaScript/142,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,13,1
JavaScript/143,js,qwen2.5-coder:7b,missing logic,incorrect output,operator misuse,0,15,1
JavaScript/144,js,qwen2.5-coder:7b,excess logic,incorrect output,variable misuse,0,7,1
JavaScript/145,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,10,1
JavaScript/146,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,11,1
JavaScript/147,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,15,1
JavaScript/148,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,20,1
JavaScript/149,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,9,1
JavaScript/150,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,8,1
JavaScript/151,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,9,1
JavaScript/152,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,6,1
JavaScript/153,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,21,1
JavaScript/154,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,14,1
JavaScript/155,js,qwen2.5-coder:7b,missing logic,incorrect output,value misuse,0,11,1
JavaScript/156,js,qwen2.5-coder:7b,missing logic,infinite loop,missing logic,1,14,1
JavaScript/157,js,qwen2.5-coder:7b,missing logic,incorrect output,missing logic,1,4,1
JavaScript/158,js,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,13,1
JavaScript/159,js,qwen2.5-coder:7b,excess logic,incorrect output,operator misuse,0,6,1
JavaScript/160,js,qwen2.5-coder:7b,excess logic,incorrect output,missing logic,0,54,1
JavaScript/161,js,qwen2.5-coder:7b,missing logic,incorrect output,variable misuse,0,21,1
JavaScript/162,js,qwen2.5-coder:7b,function misuse,incorrect output,operator misuse,0,5,0
JavaScript/163,js,qwen2.5-coder:7b,value misuse,incorrect output,operator misuse,0,12,1
Python/0,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,17,1
Python/1,python,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,27,0
Python/2,python,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,10,1
Python/3,python,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,19,1
Python/4,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,1,0
Python/5,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,21,1
Python/6,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,11,0
Python/7,python,deepseek-coder:6.7b,variable misuse,incorrect output,logic error,0,1,0
Python/8,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,17,1
Python/9,python,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,19,1
Python/10,python,deepseek-coder:6.7b,missing logic,stackoverflow,function misuse,0,5,0
Python/11,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,20,0
Python/12,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,21,1
Python/13,python,deepseek-coder:6.7b,variable misuse,incorrect output,excess logic,0,10,1
Python/14,python,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,14,0
Python/15,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,8,1
Python/16,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,10,1
Python/17,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,0
Python/18,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,16,1
Python/19,python,deepseek-coder:6.7b,missing logic,incorrect output,function misuse,0,26,0
Python/20,python,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,22,1
Python/21,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,11,1
Python/22,python,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,11,1
Python/23,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
Python/24,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,8,0
Python/25,python,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,25,1
Python/26,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,11,1
Python/27,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,12,1
Python/28,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,1
Python/29,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,10,1
Python/30,python,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,8,1
Python/31,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,23,1
Python/32,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,33,0
Python/33,python,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,13,0
Python/34,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,6,1
Python/35,python,deepseek-coder:6.7b,operator misuse,incorrect output,logic error,0,1,0
Python/36,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,18,1
Python/37,python,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,13,1
Python/38,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,20,1
Python/39,python,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,20,1
Python/40,python,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,7,1
Python/41,python,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,18,0
Python/42,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,8,1
Python/43,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,21,1
Python/44,python,deepseek-coder:6.7b,operator misuse,infinite loop,logic,0,1,0
Python/45,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,6,1
Python/46,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,9,1
Python/47,python,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
Python/48,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,16,1
Python/49,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,17,0
Python/50,python,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,11,1
Python/51,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,17,0
Python/52,python,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,11,1
Python/53,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,8,1
Python/54,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Python/55,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,14,1
Python/56,python,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,22,1
Python/57,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,10,1
Python/58,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,13,1
Python/59,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,14,1
Python/60,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
Python/61,python,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,1,0
Python/62,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,13,0
Python/63,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,10,1
Python/64,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Python/65,python,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,15,0
Python/66,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,17,1
Python/67,python,deepseek-coder:6.7b,value misuse,incorrect output,function misuse,0,16,0
Python/68,python,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,8,1
Python/69,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,22,1
Python/70,python,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,1,0
Python/71,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
Python/72,python,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,11,1
Python/73,python,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,11,1
Python/74,python,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,27,1
Python/75,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,0
Python/76,python,deepseek-coder:6.7b,variable misuse,infinite loop,unknown,0,19,1
Python/77,python,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,6,0
Python/78,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,0
Python/79,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,7,0
Python/80,python,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,8,1
Python/81,python,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,1,0
Python/82,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,20,1
Python/83,python,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,1,0
Python/84,python,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,1,0
Python/85,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,0
Python/86,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,22,1
Python/87,python,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,5,1
Python/88,python,deepseek-coder:6.7b,operator misuse,incorrect output,missing logic,0,7,0
Python/89,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse**,1,9,0
Python/90,python,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
Python/91,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,16,0
Python/92,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,5,1
Python/93,python,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,18,0
Python/94,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,26,0
Python/95,python,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,22,1
Python/96,python,deepseek-coder:6.7b,variable misuse,incorrect output,excess logic,0,21,1
Python/97,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,12,1
Python/98,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
Python/99,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,35,0
Python/100,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,11,1
Python/101,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,7,0
Python/102,python,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,20,1
Python/103,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,18,1
Python/104,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,17,1
Python/105,python,deepseek-coder:6.7b,missing logic,incorrect output,variable and function misuse,0,1,0
Python/106,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,14,1
Python/107,python,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,13,1
Python/108,python,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,1,0
Python/109,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,2,0
Python/110,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,25,0
Python/111,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
Python/112,python,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,1,0
Python/113,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,0
Python/114,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,19,0
Python/115,python,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,1,0
Python/116,python,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,12,1
Python/117,python,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,10,1
Python/118,python,deepseek-coder:6.7b,excess logic,incorrect output,missing logic,0,10,1
Python/119,python,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,1,0
Python/120,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,5,1
Python/121,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,10,0
Python/122,python,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,1,0
Python/123,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,27,0
Python/124,python,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,27,0
Python/125,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,16,0
Python/126,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,12,0
Python/127,python,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,18,1
Python/128,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,4,0
Python/129,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,19,0
Python/130,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,10,0
Python/131,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,1,0
Python/132,python,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,14,0
Python/133,python,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,17,1
Python/134,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,16,1
Python/135,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,17,0
Python/136,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,21,1
Python/137,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,1,0
Python/138,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,3,1
Python/139,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,19,1
Python/140,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,21,0
Python/141,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,36,1
Python/142,python,deepseek-coder:6.7b,missing logic,incorrect output,excess logic,0,1,0
Python/143,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,34,1
Python/144,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,6,0
Python/145,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,9,1
Python/146,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,1,0
Python/147,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,9,1
Python/148,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,10,1
Python/149,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,28,0
Python/150,python,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,14,1
Python/151,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,14,0
Python/152,python,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,2,1
Python/153,python,deepseek-coder:6.7b,missing logic,incorrect output,variable misuse,0,28,1
Python/154,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,8,0
Python/155,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,15,1
Python/156,python,deepseek-coder:6.7b,missing logic,infinite loop,unknown,0,13,1
Python/157,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,16,1
Python/158,python,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,12,0
Python/159,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,41,0
Python/160,python,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,30,1
Python/161,python,deepseek-coder:6.7b,missing logic,incorrect output,missing logic,1,1,0
Python/162,python,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,10,1
Python/163,python,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,1
CPP/0,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,22,0
CPP/1,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,27,0
CPP/2,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,7,0
CPP/3,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,logical error,0,1,0
CPP/4,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
CPP/5,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,15,1
CPP/6,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
CPP/7,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
CPP/8,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
CPP/9,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,1,0
CPP/10,cpp,deepseek-coder:6.7b,missing logic,stackoverflow,value misuse,0,16,0
CPP/11,cpp,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,14,1
CPP/12,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,13,1
CPP/13,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,1,0
CPP/14,cpp,deepseek-coder:6.7b,excess logic,incorrect output,variable misuse,0,1,0
CPP/15,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,13,1
CPP/16,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
CPP/17,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,26,0
CPP/18,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,13,1
CPP/19,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,29,0
CPP/20,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,22,0
CPP/21,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,16,1
CPP/22,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,1,0
CPP/23,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,7,0
CPP/24,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,excess logic,0,18,0
CPP/25,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,14,1
CPP/26,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,13,1
CPP/27,cpp,deepseek-coder:6.7b,function misuse,incorrect output,operator misuse,0,1,0
CPP/28,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,11,1
CPP/29,cpp,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,11,1
CPP/30,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,9,0
CPP/31,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,9,1
CPP/32,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,32,0
CPP/33,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,23,1
CPP/34,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,9,0
CPP/35,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,19,1
CPP/36,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,operator misuse,1,1,0
CPP/37,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,1,0
CPP/38,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,30,0
CPP/39,cpp,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,26,0
CPP/40,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,11,1
CPP/41,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,7,0
CPP/42,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
CPP/43,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,15,1
CPP/44,cpp,deepseek-coder:6.7b,operator misuse,infinite loop,unknown,0,12,1
CPP/45,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,1,0
CPP/46,cpp,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
CPP/47,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,10,1
CPP/48,cpp,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,8,0
CPP/49,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
CPP/50,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,14,0
CPP/51,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,13,0
CPP/52,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,9,1
CPP/53,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,6,0
CPP/54,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,15,0
CPP/55,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,1
CPP/56,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,13,0
CPP/57,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,14,1
CPP/58,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,17,1
CPP/59,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,11,1
CPP/60,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
CPP/61,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,13,1
CPP/62,cpp,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,14,1
CPP/63,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,12,0
CPP/64,cpp,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,1,0
CPP/65,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,14,1
CPP/66,cpp,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,10,1
CPP/67,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,22,1
CPP/68,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,variable misuse,1,1,0
CPP/69,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
CPP/70,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,14,0
CPP/71,cpp,deepseek-coder:6.7b,missing logic,incorrect output,excess logic,0,10,1
CPP/72,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,1,0
CPP/73,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,10,0
CPP/74,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,14,0
CPP/75,cpp,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
CPP/76,cpp,deepseek-coder:6.7b,variable misuse,infinite loop,excess logic,0,1,0
CPP/77,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,10,1
CPP/78,cpp,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,1,0
CPP/79,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,1,0
CPP/80,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,unknown,0,10,1
CPP/81,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,25,0
CPP/82,cpp,deepseek-coder:6.7b,value misuse,incorrect output,logic misuse,0,13,1
CPP/83,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,15,0
CPP/84,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,operator misuse,1,1,0
CPP/85,cpp,deepseek-coder:6.7b,value misuse,incorrect output,missing logic,0,1,0
CPP/86,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,19,0
CPP/87,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,missing logic,0,1,0
CPP/88,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,4,0
CPP/89,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,13,0
CPP/90,cpp,deepseek-coder:6.7b,value misuse,incorrect output,excess logic,0,20,0
CPP/91,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
CPP/92,cpp,deepseek-coder:6.7b,missing logic,incorrect output,operator misuse,0,8,0
CPP/93,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,51,1
CPP/94,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,28,0
CPP/95,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,operator misuse,1,23,0
CPP/96,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,30,1
CPP/97,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,8,1
CPP/98,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,12,0
CPP/99,cpp,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,8,0
CPP/100,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,10,0
CPP/101,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,18,0
CPP/102,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,4,0
CPP/103,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,1,0
CPP/104,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,18,1
CPP/105,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,14,0
CPP/106,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,20,0
CPP/107,cpp,deepseek-coder:6.7b,value misuse,incorrect output,value misuse,1,15,1
CPP/108,cpp,deepseek-coder:6.7b,excess logic,incorrect output,unknown,0,28,0
CPP/109,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,value misuse,0,12,0
CPP/110,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,2,0
CPP/111,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,19,1
CPP/112,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,value misuse,0,1,0
CPP/113,cpp,deepseek-coder:6.7b,excess logic,incorrect output,operator misuse,0,27,0
CPP/114,cpp,deepseek-coder:6.7b,function misuse,incorrect output,unknown,0,10,0
CPP/115,cpp,deepseek-coder:6.7b,function misuse,incorrect output,value misuse,0,16,1
CPP/116,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,unknown,0,25,0
CPP/117,cpp,deepseek-coder:6.7b,operator misuse,incorrect output,variable misuse,0,1,0
CPP/118,cpp,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,1,0
CPP/119,cpp,deepseek-coder:6.7b,value misuse,incorrect output,variable misuse,0,1,0
CPP/120,cpp,deepseek-coder:6.7b,excess logic,incorrect output,value misuse,0,10,0
CPP/121,cpp,deepseek-coder:6.7b,value misuse,incorrect output,operator misuse,0,1,0
CPP/122,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,11,0
CPP/123,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,18,0
CPP/124,cpp,deepseek-coder:6.7b,variable misuse,incorrect output,operator misuse,0,1,0
CPP/125,cpp,deepseek-coder:6.7b,value misuse,incorrect output,unknown,0,48,0
CPP/126,cpp,deepseek-coder:6.7b,missing logic,incorrect output,value misuse,0,11,0
CPP/127,cpp,deepseek-coder:6.7b,missing logic,incorrect output,unknown,0,17,1
CPP/128,cpp,deepseek-coder:6.7b,excess logic,incorrect output,excess logic,1,1,0
